Randomizer Version: 4.6.1-HAL
Random Seed: 232783720110429
Settings String: 322AAgEAQH8AP8AAgEEAAEeRAABFAAAFABABAABAAAAAAAAAAAAMgQyAQAICTIHBwAyAAIAElBva2Vtb24gT21lZ2EgUnVieapVMxrjwziK

--Randomized Evolutions--
Bulbasaur       -> Ivysaur        
Croconaw        -> Feraligatr     
Sentret         -> Furret         
Hoothoot        -> Noctowl        
Ledyba          -> Ledian         
Spinarak        -> Ariados        
Chinchou        -> Lanturn        
Pichu           -> Pikachu        
Cleffa          -> Clefairy       
Igglybuff       -> Jigglypuff     
Togepi          -> Togetic        
Togetic         -> Togekiss       
Natu            -> Xatu           
Mareep          -> Flaaffy        
Flaaffy         -> Ampharos       
Marill          -> Azumarill      
Hoppip          -> Skiploom       
Skiploom        -> Jumpluff       
Aipom           -> Ambipom        
Sunkern         -> Sunflora       
Yanma           -> Yanmega        
Wooper          -> Quagsire       
Murkrow         -> Honchkrow      
Misdreavus      -> Mismagius      
Pineco          -> Forretress     
Gligar          -> Gliscor        
Snubbull        -> Granbull       
Sneasel         -> Weavile        
Teddiursa       -> Ursaring       
Slugma          -> Magcargo       
Swinub          -> Piloswine      
Piloswine       -> Mamoswine      
Remoraid        -> Octillery      
Houndour        -> Houndoom       
Phanpy          -> Donphan        
Porygon2        -> Porygon-Z      
Tyrogue         -> Hitmonchan, Hitmonlee and Hitmontop
Smoochum        -> Jynx           
Elekid          -> Electabuzz     
Magby           -> Magmar         
Larvitar        -> Pupitar        
Pupitar         -> Tyranitar      
Treecko         -> Grovyle        
Grovyle         -> Sceptile       
Torchic         -> Combusken      
Combusken       -> Blaziken       
Mudkip          -> Marshtomp      
Marshtomp       -> Swampert       
Poochyena       -> Mightyena      
Zigzagoon       -> Linoone        
Wurmple         -> Silcoon and Cascoon
Silcoon         -> Beautifly      
Cascoon         -> Dustox         
Lotad           -> Lombre         
Lombre          -> Ludicolo       
Seedot          -> Nuzleaf        
Nuzleaf         -> Shiftry        
Taillow         -> Swellow        
Wingull         -> Pelipper       
Ralts           -> Kirlia         
Kirlia          -> Gardevoir and Gallade
Surskit         -> Masquerain     
Shroomish       -> Breloom        
Slakoth         -> Vigoroth       
Vigoroth        -> Slaking        
Nincada         -> Ninjask and Shedinja
Whismur         -> Loudred        
Loudred         -> Exploud        
Makuhita        -> Hariyama       
Azurill         -> Marill         
Nosepass        -> Probopass      
Skitty          -> Delcatty       
Aron            -> Lairon         
Lairon          -> Aggron         
Meditite        -> Medicham       
Electrike       -> Manectric      
Roselia         -> Roserade       
Gulpin          -> Swalot         
Carvanha        -> Sharpedo       
Wailmer         -> Wailord        
Numel           -> Camerupt       
Spoink          -> Grumpig        
Trapinch        -> Vibrava        
Vibrava         -> Flygon         
Cacnea          -> Cacturne       
Swablu          -> Altaria        
Barboach        -> Whiscash       
Corphish        -> Crawdaunt      
Baltoy          -> Claydol        
Lileep          -> Cradily        
Anorith         -> Armaldo        
Feebas          -> Milotic        
Shuppet         -> Banette        
Duskull         -> Dusclops       
Dusclops        -> Dusknoir       
Wynaut          -> Wobbuffet      
Snorunt         -> Glalie and Froslass
Spheal          -> Sealeo         
Sealeo          -> Walrein        
Clamperl        -> Huntail and Gorebyss
Bagon           -> Shelgon        
Shelgon         -> Salamence      
Beldum          -> Metang         
Metang          -> Metagross      
Turtwig         -> Grotle         
Grotle          -> Torterra       
Chimchar        -> Monferno       
Monferno        -> Infernape      
Piplup          -> Prinplup       
Prinplup        -> Empoleon       
Starly          -> Staravia       
Staravia        -> Staraptor      
Bidoof          -> Bibarel        
Kricketot       -> Kricketune     
Shinx           -> Luxio          
Luxio           -> Luxray         
Budew           -> Roselia        
Cranidos        -> Rampardos      
Shieldon        -> Bastiodon      
Burmy           -> Wormadam and Mothim
Combee          -> Vespiquen      
Buizel          -> Floatzel       
Cherubi         -> Cherrim        
Shellos         -> Gastrodon      
Drifloon        -> Drifblim       
Buneary         -> Lopunny        
Glameow         -> Purugly        
Chingling       -> Chimecho       
Stunky          -> Skuntank       
Bronzor         -> Bronzong       
Bonsly          -> Sudowoodo      
Mime Jr.        -> Mr. Mime       
Happiny         -> Chansey        
Gible           -> Gabite         
Gabite          -> Garchomp       
Munchlax        -> Snorlax        
Riolu           -> Lucario        
Hippopotas      -> Hippowdon      
Skorupi         -> Drapion        
Croagunk        -> Toxicroak      
Finneon         -> Lumineon       
Mantyke         -> Mantine        
Snover          -> Abomasnow      
Snivy           -> Servine        
Servine         -> Serperior      
Tepig           -> Pignite        
Pignite         -> Emboar         
Oshawott        -> Dewott         
Dewott          -> Samurott       
Patrat          -> Watchog        
Lillipup        -> Herdier        
Herdier         -> Stoutland      
Purrloin        -> Liepard        
Pansage         -> Simisage       
Pansear         -> Simisear       
Panpour         -> Simipour       
Munna           -> Musharna       
Pidove          -> Tranquill      
Tranquill       -> Unfezant       
Blitzle         -> Zebstrika      
Roggenrola      -> Boldore        
Boldore         -> Gigalith       
Woobat          -> Swoobat        
Drilbur         -> Excadrill      
Timburr         -> Gurdurr        
Gurdurr         -> Conkeldurr     
Tympole         -> Palpitoad      
Palpitoad       -> Seismitoad     
Sewaddle        -> Swadloon       
Swadloon        -> Leavanny       
Venipede        -> Whirlipede     
Whirlipede      -> Scolipede      
Cottonee        -> Whimsicott     
Petilil         -> Lilligant      
Sandile         -> Krokorok       
Krokorok        -> Krookodile     
Darumaka        -> Darmanitan     
Dwebble         -> Crustle        
Scraggy         -> Scrafty        
Yamask          -> Cofagrigus     
Tirtouga        -> Carracosta     
Archen          -> Archeops       
Trubbish        -> Garbodor       
Zorua           -> Zoroark        
Minccino        -> Cinccino       
Gothita         -> Gothorita      
Gothorita       -> Gothitelle     
Solosis         -> Duosion        
Duosion         -> Reuniclus      
Ducklett        -> Swanna         
Vanillite       -> Vanillish      
Vanillish       -> Vanilluxe      
Deerling        -> Sawsbuck       
Karrablast      -> Escavalier     
Foongus         -> Amoonguss      
Frillish        -> Jellicent      
Joltik          -> Galvantula     
Ferroseed       -> Ferrothorn     
Klink           -> Klang          
Klang           -> Klinklang      
Tynamo          -> Eelektrik      
Eelektrik       -> Eelektross     
Elgyem          -> Beheeyem       
Litwick         -> Lampent        
Lampent         -> Chandelure     
Axew            -> Fraxure        
Fraxure         -> Haxorus        
Cubchoo         -> Beartic        
Shelmet         -> Accelgor       
Mienfoo         -> Mienshao       
Golett          -> Golurk         
Pawniard        -> Bisharp        
Rufflet         -> Braviary       
Vullaby         -> Mandibuzz      
Deino           -> Zweilous       
Zweilous        -> Hydreigon      
Larvesta        -> Volcarona      
Chespin         -> Quilladin      
Quilladin       -> Chesnaught     
Fennekin        -> Braixen        
Braixen         -> Delphox        
Froakie         -> Frogadier      
Frogadier       -> Greninja       
Bunnelby        -> Diggersby      
Fletchling      -> Fletchinder    
Fletchinder     -> Talonflame     
Scatterbug      -> Spewpa         
Spewpa          -> Vivillon       
Litleo          -> Pyroar         
Flabébé         -> Floette        
Floette         -> Florges        
Skiddo          -> Gogoat         
Pancham         -> Pangoro        
Espurr          -> Meowstic and Meowstic
Honedge         -> Doublade       
Doublade        -> Aegislash      
Spritzee        -> Aromatisse     
Swirlix         -> Slurpuff       
Inkay           -> Malamar        
Binacle         -> Barbaracle     
Skrelp          -> Dragalge       
Clauncher       -> Clawitzer      
Helioptile      -> Heliolisk      
Tyrunt          -> Tyrantrum      
Amaura          -> Aurorus        
Goomy           -> Sliggoo        
Sliggoo         -> Goodra         
Phantump        -> Trevenant      
Pumpkaboo       -> Gourgeist      
Bergmite        -> Avalugg        
Noibat          -> Noivern        

--Pokemon Base Stats & Types--
NUM|NAME            |TYPE             |  HP| ATK| DEF|SATK|SDEF| SPD|ABILITY1      |ABILITY2      |ABILITY3      | EVO|ITEM
  1|Bulbasaur       |GRASS/POISON     |  45|  49|  49|  65|  65|  45|Overgrow      |—             |Chlorophyll   |BASE|
  2|Ivysaur         |GRASS/POISON     |  60|  62|  63|  80|  80|  60|Overgrow      |—             |Chlorophyll   |MID |
  3|Venusaur        |GRASS/POISON     |  80|  82|  83| 100| 100|  80|Overgrow      |—             |Chlorophyll   |FULL|
  4|Charmander      |FIRE             |  39|  52|  43|  60|  50|  65|Blaze         |—             |Solar Power   |BASE|
  5|Charmeleon      |FIRE             |  58|  64|  58|  80|  65|  80|Blaze         |—             |Solar Power   |MID |
  6|Charizard       |FIRE/FLYING      |  78|  84|  78| 109|  85| 100|Blaze         |—             |Solar Power   |FULL|
  7|Squirtle        |WATER            |  44|  48|  65|  50|  64|  43|Torrent       |—             |Rain Dish     |BASE|
  8|Wartortle       |WATER            |  59|  63|  80|  65|  80|  58|Torrent       |—             |Rain Dish     |MID |
  9|Blastoise       |WATER            |  79|  83| 100|  85| 105|  78|Torrent       |—             |Rain Dish     |FULL|
 10|Caterpie        |BUG              |  45|  30|  35|  20|  20|  45|Shield Dust   |—             |Run Away      |BASE|
 11|Metapod         |BUG              |  50|  20|  55|  25|  25|  30|Shed Skin     |—             |Shed Skin     |MID |
 12|Butterfree      |BUG/FLYING       |  60|  45|  50|  90|  80|  70|Compound Eyes |—             |Tinted Lens   |FULL|Silver Powder (rare)
 13|Weedle          |BUG/POISON       |  40|  35|  30|  20|  20|  50|Shield Dust   |—             |Run Away      |BASE|
 14|Kakuna          |BUG/POISON       |  45|  25|  50|  25|  25|  35|Shed Skin     |—             |Shed Skin     |MID |
 15|Beedrill        |BUG/POISON       |  65|  90|  40|  45|  80|  75|Swarm         |—             |Sniper        |FULL|Poison Barb (rare)
 16|Pidgey          |NORMAL/FLYING    |  40|  45|  40|  35|  35|  56|Keen Eye      |Tangled Feet  |Big Pecks     |BASE|
 17|Pidgeotto       |NORMAL/FLYING    |  63|  60|  55|  50|  50|  71|Keen Eye      |Tangled Feet  |Big Pecks     |MID |
 18|Pidgeot         |NORMAL/FLYING    |  83|  80|  75|  70|  70| 101|Keen Eye      |Tangled Feet  |Big Pecks     |FULL|
 19|Rattata         |NORMAL           |  30|  56|  35|  25|  35|  72|Run Away      |Guts          |Hustle        |BASE|
 20|Raticate        |NORMAL           |  55|  81|  60|  50|  70|  97|Run Away      |Guts          |Hustle        |FULL|
 21|Spearow         |NORMAL/FLYING    |  40|  60|  30|  31|  31|  70|Keen Eye      |—             |Sniper        |BASE|
 22|Fearow          |NORMAL/FLYING    |  65|  90|  65|  61|  61| 100|Keen Eye      |—             |Sniper        |FULL|Sharp Beak (rare)
 23|Ekans           |POISON           |  35|  60|  44|  40|  54|  55|Intimidate    |Shed Skin     |Unnerve       |BASE|
 24|Arbok           |POISON           |  60|  85|  69|  65|  79|  80|Intimidate    |Shed Skin     |Unnerve       |FULL|
 25|Pikachu         |ELECTRIC         |  35|  55|  40|  50|  50|  90|Static        |—             |Lightning Rod |MID |Light Ball (rare)
 26|Raichu          |ELECTRIC         |  60|  90|  55|  90|  80| 110|Static        |—             |Lightning Rod |FULL|
 27|Sandshrew       |GROUND           |  50|  75|  85|  20|  30|  40|Sand Veil     |—             |Sand Rush     |BASE|Grip Claw (rare)
 28|Sandslash       |GROUND           |  75| 100| 110|  45|  55|  65|Sand Veil     |—             |Sand Rush     |FULL|Grip Claw (rare)
 29|Nidoran♀        |POISON           |  55|  47|  52|  40|  40|  41|Poison Point  |Rivalry       |Hustle        |BASE|
 30|Nidorina        |POISON           |  70|  62|  67|  55|  55|  56|Poison Point  |Rivalry       |Hustle        |MID |
 31|Nidoqueen       |POISON/GROUND    |  90|  92|  87|  75|  85|  76|Poison Point  |Rivalry       |Sheer Force   |FULL|
 32|Nidoran♂        |POISON           |  46|  57|  40|  40|  40|  50|Poison Point  |Rivalry       |Hustle        |BASE|
 33|Nidorino        |POISON           |  61|  72|  57|  55|  55|  65|Poison Point  |Rivalry       |Hustle        |MID |
 34|Nidoking        |POISON/GROUND    |  81| 102|  77|  85|  75|  85|Poison Point  |Rivalry       |Sheer Force   |FULL|
 35|Clefairy        |FAIRY            |  70|  45|  48|  60|  65|  35|Cute Charm    |Magic Guard   |Friend Guard  |MID |Moon Stone (rare)
 36|Clefable        |FAIRY            |  95|  70|  73|  95|  90|  60|Cute Charm    |Magic Guard   |Unaware       |FULL|Moon Stone (rare)
 37|Vulpix          |FIRE             |  38|  41|  40|  50|  65|  65|Flash Fire    |—             |Drought       |BASE|Charcoal (rare)
 38|Ninetales       |FIRE             |  73|  76|  75|  81| 100| 100|Flash Fire    |—             |Drought       |FULL|Charcoal (rare)
 39|Jigglypuff      |NORMAL/FAIRY     | 115|  45|  20|  45|  25|  20|Cute Charm    |Competitive   |Friend Guard  |MID |
 40|Wigglytuff      |NORMAL/FAIRY     | 140|  70|  45|  85|  50|  45|Cute Charm    |Competitive   |Frisk         |FULL|
 41|Zubat           |POISON/FLYING    |  40|  45|  35|  30|  40|  55|Inner Focus   |—             |Infiltrator   |BASE|
 42|Golbat          |POISON/FLYING    |  75|  80|  70|  65|  75|  90|Inner Focus   |—             |Infiltrator   |MID |
 43|Oddish          |GRASS/POISON     |  45|  50|  55|  75|  65|  30|Chlorophyll   |—             |Run Away      |BASE|Absorb Bulb (rare)
 44|Gloom           |GRASS/POISON     |  60|  65|  70|  85|  75|  40|Chlorophyll   |—             |Stench        |MID |Absorb Bulb (rare)
 45|Vileplume       |GRASS/POISON     |  75|  80|  85| 110|  90|  50|Chlorophyll   |—             |Effect Spore  |FULL|Absorb Bulb (rare)
 46|Paras           |BUG/GRASS        |  35|  70|  55|  45|  55|  25|Effect Spore  |Dry Skin      |Damp          |BASE|Tiny Mushroom (common), Big Mushroom (rare)
 47|Parasect        |BUG/GRASS        |  60|  95|  80|  60|  80|  30|Effect Spore  |Dry Skin      |Damp          |FULL|Tiny Mushroom (common), Big Mushroom (rare)
 48|Venonat         |BUG/POISON       |  60|  55|  50|  40|  55|  45|Compound Eyes |Tinted Lens   |Run Away      |BASE|
 49|Venomoth        |BUG/POISON       |  70|  65|  60|  90|  75|  90|Shield Dust   |Tinted Lens   |Wonder Skin   |FULL|Shed Shell (rare)
 50|Diglett         |GROUND           |  10|  55|  25|  35|  45|  95|Sand Veil     |Arena Trap    |Sand Force    |BASE|Soft Sand (rare)
 51|Dugtrio         |GROUND           |  35|  80|  50|  50|  70| 120|Sand Veil     |Arena Trap    |Sand Force    |FULL|Soft Sand (rare)
 52|Meowth          |NORMAL           |  40|  45|  35|  40|  40|  90|Pickup        |Technician    |Unnerve       |BASE|Quick Claw (rare)
 53|Persian         |NORMAL           |  65|  70|  60|  65|  65| 115|Limber        |Technician    |Unnerve       |FULL|Quick Claw (rare)
 54|Psyduck         |WATER            |  50|  52|  48|  65|  50|  55|Damp          |Cloud Nine    |Swift Swim    |BASE|
 55|Golduck         |WATER            |  80|  82|  78|  95|  80|  85|Damp          |Cloud Nine    |Swift Swim    |FULL|
 56|Mankey          |FIGHTING         |  40|  80|  35|  35|  45|  70|Vital Spirit  |Anger Point   |Defiant       |BASE|
 57|Primeape        |FIGHTING         |  65| 105|  60|  60|  70|  95|Vital Spirit  |Anger Point   |Defiant       |FULL|
 58|Growlithe       |FIRE             |  55|  70|  45|  70|  50|  60|Intimidate    |Flash Fire    |Justified     |BASE|
 59|Arcanine        |FIRE             |  90| 110|  80| 100|  80|  95|Intimidate    |Flash Fire    |Justified     |FULL|
 60|Poliwag         |WATER            |  40|  50|  40|  40|  40|  90|Water Absorb  |Damp          |Swift Swim    |BASE|
 61|Poliwhirl       |WATER            |  65|  65|  65|  50|  50|  90|Water Absorb  |Damp          |Swift Swim    |MID |King’s Rock (rare)
 62|Poliwrath       |WATER/FIGHTING   |  90|  95|  95|  70|  90|  70|Water Absorb  |Damp          |Swift Swim    |FULL|King’s Rock (rare)
 63|Abra            |PSYCHIC          |  25|  20|  15| 105|  55|  90|Synchronize   |Inner Focus   |Magic Guard   |BASE|Twisted Spoon (rare)
 64|Kadabra         |PSYCHIC          |  40|  35|  30| 120|  70| 105|Synchronize   |Inner Focus   |Magic Guard   |MID |Twisted Spoon (rare)
 65|Alakazam        |PSYCHIC          |  55|  50|  45| 135|  95| 120|Synchronize   |Inner Focus   |Magic Guard   |FULL|Twisted Spoon (rare)
 66|Machop          |FIGHTING         |  70|  80|  50|  35|  35|  35|Guts          |No Guard      |Steadfast     |BASE|Focus Band (rare)
 67|Machoke         |FIGHTING         |  80| 100|  70|  50|  60|  45|Guts          |No Guard      |Steadfast     |MID |Focus Band (rare)
 68|Machamp         |FIGHTING         |  90| 130|  80|  65|  85|  55|Guts          |No Guard      |Steadfast     |FULL|Focus Band (rare)
 69|Bellsprout      |GRASS/POISON     |  50|  75|  35|  70|  30|  40|Chlorophyll   |—             |Gluttony      |BASE|
 70|Weepinbell      |GRASS/POISON     |  65|  90|  50|  85|  45|  55|Chlorophyll   |—             |Gluttony      |MID |
 71|Victreebel      |GRASS/POISON     |  80| 105|  65| 100|  70|  70|Chlorophyll   |—             |Gluttony      |FULL|
 72|Tentacool       |WATER/POISON     |  40|  40|  35|  50| 100|  70|Clear Body    |Liquid Ooze   |Rain Dish     |BASE|Poison Barb (rare)
 73|Tentacruel      |WATER/POISON     |  80|  70|  65|  80| 120| 100|Clear Body    |Liquid Ooze   |Rain Dish     |FULL|Poison Barb (rare)
 74|Geodude         |ROCK/GROUND      |  40|  80| 100|  30|  30|  20|Rock Head     |Sturdy        |Sand Veil     |BASE|Everstone (rare)
 75|Graveler        |ROCK/GROUND      |  55|  95| 115|  45|  45|  35|Rock Head     |Sturdy        |Sand Veil     |MID |Everstone (rare)
 76|Golem           |ROCK/GROUND      |  80| 120| 130|  55|  65|  45|Rock Head     |Sturdy        |Sand Veil     |FULL|Everstone (rare)
 77|Ponyta          |FIRE             |  50|  85|  55|  65|  65|  90|Run Away      |Flash Fire    |Flame Body    |BASE|
 78|Rapidash        |FIRE             |  65| 100|  70|  80|  80| 105|Run Away      |Flash Fire    |Flame Body    |FULL|
 79|Slowpoke        |WATER/PSYCHIC    |  90|  65|  65|  40|  40|  15|Oblivious     |Own Tempo     |Regenerator   |BASE|Lagging Tail (rare)
 80|Slowbro         |WATER/PSYCHIC    |  95|  75| 110| 100|  80|  30|Oblivious     |Own Tempo     |Regenerator   |FULL|King’s Rock (rare)
 81|Magnemite       |ELECTRIC/STEEL   |  25|  35|  70|  95|  55|  45|Magnet Pull   |Sturdy        |Analytic      |BASE|Metal Coat (rare)
 82|Magneton        |ELECTRIC/STEEL   |  50|  60|  95| 120|  70|  70|Magnet Pull   |Sturdy        |Analytic      |MID |Metal Coat (rare)
 83|Farfetch’d      |NORMAL/FLYING    |  52|  65|  55|  58|  62|  60|Keen Eye      |Inner Focus   |Defiant       |FULL|Stick (rare)
 84|Doduo           |NORMAL/FLYING    |  35|  85|  45|  35|  35|  75|Run Away      |Early Bird    |Tangled Feet  |BASE|Sharp Beak (rare)
 85|Dodrio          |NORMAL/FLYING    |  60| 110|  70|  60|  60| 100|Run Away      |Early Bird    |Tangled Feet  |FULL|Sharp Beak (rare)
 86|Seel            |WATER            |  65|  45|  55|  45|  70|  45|Thick Fat     |Hydration     |Ice Body      |BASE|
 87|Dewgong         |WATER/ICE        |  90|  70|  80|  70|  95|  70|Thick Fat     |Hydration     |Ice Body      |FULL|
 88|Grimer          |POISON           |  80|  80|  50|  40|  50|  25|Stench        |Sticky Hold   |Poison Touch  |BASE|Black Sludge (rare)
 89|Muk             |POISON           | 105| 105|  75|  65| 100|  50|Stench        |Sticky Hold   |Poison Touch  |FULL|Black Sludge (common)
 90|Shellder        |WATER            |  30|  65| 100|  45|  25|  40|Shell Armor   |Skill Link    |Overcoat      |BASE|Pearl (common), Big Pearl (rare)
 91|Cloyster        |WATER/ICE        |  50|  95| 180|  85|  45|  70|Shell Armor   |Skill Link    |Overcoat      |FULL|Pearl (common), Big Pearl (rare)
 92|Gastly          |GHOST/POISON     |  30|  35|  30| 100|  35|  80|Levitate      |—             |Levitate      |BASE|
 93|Haunter         |GHOST/POISON     |  45|  50|  45| 115|  55|  95|Levitate      |—             |Levitate      |MID |
 94|Gengar          |GHOST/POISON     |  60|  65|  60| 130|  75| 110|Levitate      |—             |Levitate      |FULL|
 95|Onix            |ROCK/GROUND      |  35|  45| 160|  30|  45|  70|Rock Head     |Sturdy        |Weak Armor    |BASE|
 96|Drowzee         |PSYCHIC          |  60|  48|  45|  43|  90|  42|Insomnia      |Forewarn      |Inner Focus   |BASE|
 97|Hypno           |PSYCHIC          |  85|  73|  70|  73| 115|  67|Insomnia      |Forewarn      |Inner Focus   |FULL|
 98|Krabby          |WATER            |  30| 105|  90|  25|  25|  50|Hyper Cutter  |Shell Armor   |Sheer Force   |BASE|
 99|Kingler         |WATER            |  55| 130| 115|  50|  50|  75|Hyper Cutter  |Shell Armor   |Sheer Force   |FULL|
100|Voltorb         |ELECTRIC         |  40|  30|  50|  55|  55| 100|Soundproof    |Static        |Aftermath     |BASE|
101|Electrode       |ELECTRIC         |  60|  50|  70|  80|  80| 140|Soundproof    |Static        |Aftermath     |FULL|
102|Exeggcute       |GRASS/PSYCHIC    |  60|  40|  80|  60|  45|  40|Chlorophyll   |—             |Harvest       |BASE|
103|Exeggutor       |GRASS/PSYCHIC    |  95|  95|  85| 125|  65|  55|Chlorophyll   |—             |Harvest       |FULL|
104|Cubone          |GROUND           |  50|  50|  95|  40|  50|  35|Rock Head     |Lightning Rod |Battle Armor  |BASE|Thick Club (rare)
105|Marowak         |GROUND           |  60|  80| 110|  50|  80|  45|Rock Head     |Lightning Rod |Battle Armor  |FULL|Thick Club (rare)
106|Hitmonlee       |FIGHTING         |  50| 120|  53|  35| 110|  87|Limber        |Reckless      |Unburden      |FULL|
107|Hitmonchan      |FIGHTING         |  50| 105|  79|  35| 110|  76|Keen Eye      |Iron Fist     |Inner Focus   |FULL|
108|Lickitung       |NORMAL           |  90|  55|  75|  60|  75|  30|Own Tempo     |Oblivious     |Cloud Nine    |BASE|Lagging Tail (rare)
109|Koffing         |POISON           |  40|  65|  95|  60|  45|  35|Levitate      |—             |Levitate      |BASE|Smoke Ball (rare)
110|Weezing         |POISON           |  65|  90| 120|  85|  70|  60|Levitate      |—             |Levitate      |FULL|Smoke Ball (rare)
111|Rhyhorn         |GROUND/ROCK      |  80|  85|  95|  30|  30|  25|Lightning Rod |Rock Head     |Reckless      |BASE|
112|Rhydon          |GROUND/ROCK      | 105| 130| 120|  45|  45|  40|Lightning Rod |Rock Head     |Reckless      |MID |
113|Chansey         |NORMAL           | 250|   5|   5|  35| 105|  50|Natural Cure  |Serene Grace  |Healer        |MID |Lucky Punch (common), Lucky Egg (rare)
114|Tangela         |GRASS            |  65|  55| 115| 100|  40|  60|Chlorophyll   |Leaf Guard    |Regenerator   |BASE|
115|Kangaskhan      |NORMAL           | 105|  95|  80|  40|  80|  90|Early Bird    |Scrappy       |Inner Focus   |FULL|
116|Horsea          |WATER            |  30|  40|  70|  70|  25|  60|Swift Swim    |Sniper        |Damp          |BASE|Dragon Scale (rare)
117|Seadra          |WATER            |  55|  65|  95|  95|  45|  85|Poison Point  |Sniper        |Damp          |MID |Dragon Scale (rare)
118|Goldeen         |WATER            |  45|  67|  60|  35|  50|  63|Swift Swim    |Water Veil    |Lightning Rod |BASE|Mystic Water (rare)
119|Seaking         |WATER            |  80|  92|  65|  65|  80|  68|Swift Swim    |Water Veil    |Lightning Rod |FULL|Mystic Water (rare)
120|Staryu          |WATER            |  30|  45|  55|  70|  55|  85|Illuminate    |Natural Cure  |Analytic      |BASE|Stardust (common), Star Piece (rare)
121|Starmie         |WATER/PSYCHIC    |  60|  75|  85| 100|  85| 115|Illuminate    |Natural Cure  |Analytic      |FULL|Stardust (common), Star Piece (rare)
122|Mr. Mime        |PSYCHIC/FAIRY    |  40|  45|  65| 100| 120|  90|Soundproof    |Filter        |Technician    |FULL|
123|Scyther         |BUG/FLYING       |  70| 110|  80|  55|  80| 105|Swarm         |Technician    |Steadfast     |BASE|
124|Jynx            |ICE/PSYCHIC      |  65|  50|  35| 115|  95|  95|Oblivious     |Forewarn      |Dry Skin      |FULL|
125|Electabuzz      |ELECTRIC         |  65|  83|  57|  95|  85| 105|Static        |—             |Vital Spirit  |MID |Electirizer (rare)
126|Magmar          |FIRE             |  65|  95|  57| 100|  85|  93|Flame Body    |—             |Vital Spirit  |MID |Magmarizer (rare)
127|Pinsir          |BUG              |  65| 125| 100|  55|  70|  85|Hyper Cutter  |Mold Breaker  |Moxie         |FULL|
128|Tauros          |NORMAL           |  75| 100|  95|  40|  70| 110|Intimidate    |Anger Point   |Sheer Force   |FULL|
129|Magikarp        |WATER            |  20|  10|  55|  15|  20|  80|Swift Swim    |—             |Rattled       |BASE|
130|Gyarados        |WATER/FLYING     |  95| 125|  79|  60| 100|  81|Intimidate    |—             |Moxie         |FULL|
